Date,Open,High,Low,Close,Adj Close,Volume
2016-12-09,6500.000000,6525.000000,6450.000000,6500.000000,4963.017578,554200
2016-12-13,6500.000000,6500.000000,6100.000000,6100.000000,4657.601563,73000
2016-12-14,6350.000000,6350.000000,5500.000000,5825.000000,4447.627441,648400
2016-12-15,5825.000000,5825.000000,5400.000000,5475.000000,4180.387695,858700
2016-12-16,5475.000000,5475.000000,5250.000000,5250.000000,4008.591309,440600
2016-12-19,5200.000000,5225.000000,5025.000000,5150.000000,3932.236816,65400
2016-12-20,5150.000000,5200.000000,5000.000000,5150.000000,3932.236816,163200
2016-12-21,5150.000000,5150.000000,5075.000000,5125.000000,3913.148926,9400
2016-12-22,5200.000000,5200.000000,5000.000000,5100.000000,3894.060547,59500
2016-12-23,5350.000000,5350.000000,5025.000000,5100.000000,3894.060547,153400
2016-12-27,5000.000000,5275.000000,5000.000000,5250.000000,4008.591309,78500
2016-12-28,5300.000000,5475.000000,5200.000000,5450.000000,4161.299316,74500
2016-12-29,5450.000000,5600.000000,5350.000000,5600.000000,4275.830566,48500
2016-12-30,5800.000000,5825.000000,5450.000000,5800.000000,4428.538574,32000
2017-01-02,5800.000000,5800.000000,5800.000000,5800.000000,4428.538574,0
2017-01-03,5500.000000,5700.000000,5500.000000,5700.000000,4352.184570,2300
2017-01-04,5700.000000,5700.000000,5500.000000,5500.000000,4199.476563,10600
2017-01-05,5525.000000,5725.000000,5500.000000,5725.000000,4371.273438,9200
2017-01-06,5725.000000,5725.000000,5725.000000,5725.000000,4371.273438,21600
2017-01-09,5725.000000,5950.000000,5600.000000,5725.000000,4371.273438,35900
2017-01-10,5725.000000,5725.000000,5650.000000,5650.000000,4314.007813,49900
2017-01-11,5650.000000,5650.000000,5600.000000,5650.000000,4314.007813,23000
2017-01-12,5650.000000,5725.000000,5500.000000,5725.000000,4371.273438,41900
2017-01-13,5725.000000,5725.000000,5600.000000,5725.000000,4371.273438,19600
2017-01-16,5725.000000,5725.000000,5500.000000,5725.000000,4371.273438,21200
2017-01-17,5725.000000,5725.000000,5500.000000,5700.000000,4352.184570,25600
2017-01-18,5700.000000,5700.000000,5525.000000,5525.000000,4218.565430,400
2017-01-19,5625.000000,5775.000000,5400.000000,5400.000000,4123.123047,233400
2017-01-20,5600.000000,5700.000000,5500.000000,5500.000000,4199.476563,370500
2017-01-23,5500.000000,5525.000000,5450.000000,5500.000000,4199.476563,36400
2017-01-24,5500.000000,5625.000000,5500.000000,5625.000000,4294.918945,1900
2017-01-25,5650.000000,5650.000000,5450.000000,5600.000000,4275.830566,47600
2017-01-26,5600.000000,5650.000000,5500.000000,5650.000000,4314.007813,2300
2017-01-27,5650.000000,5650.000000,5650.000000,5650.000000,4314.007813,0
2017-01-30,5625.000000,5625.000000,5375.000000,5625.000000,4294.918945,4200
2017-01-31,5625.000000,5650.000000,5400.000000,5625.000000,4294.918945,30500
2017-02-01,5625.000000,5625.000000,5350.000000,5500.000000,4199.476563,30600
2017-02-02,5350.000000,5625.000000,5300.000000,5525.000000,4218.565430,9200
2017-02-03,5525.000000,5600.000000,5425.000000,5525.000000,4218.565430,14500
2017-02-06,5575.000000,5600.000000,5450.000000,5600.000000,4275.830566,5900
2017-02-07,5525.000000,5525.000000,5500.000000,5500.000000,4199.476563,3700
2017-02-08,5350.000000,5600.000000,5350.000000,5600.000000,4275.830566,5800
2017-02-09,5600.000000,5600.000000,5400.000000,5450.000000,4161.299316,23300
2017-02-10,5450.000000,5450.000000,5275.000000,5350.000000,4084.945068,15400
2017-02-13,5350.000000,5350.000000,5350.000000,5350.000000,4084.945068,17600
2017-02-14,5350.000000,5425.000000,5350.000000,5400.000000,4123.123047,22200
2017-02-15,5400.000000,5400.000000,5400.000000,5400.000000,4123.123047,0
2017-02-16,5400.000000,5400.000000,5300.000000,5375.000000,4104.034180,5700
2017-02-17,5375.000000,5400.000000,5350.000000,5400.000000,4123.123047,3300
2017-02-20,5200.000000,5400.000000,5200.000000,5400.000000,4123.123047,2200
