Date,Open,High,Low,Close,Adj Close,Volume
2022-11-09,177.000000,202.000000,165.000000,189.000000,185.493622,541843000
2022-11-10,188.000000,198.000000,176.000000,176.000000,172.734802,33685300
2022-11-11,220.000000,220.000000,164.000000,164.000000,160.957428,3384300
2022-11-14,153.000000,171.000000,153.000000,165.000000,161.938873,240207900
2022-11-15,175.000000,175.000000,157.000000,160.000000,157.031647,56676000
2022-11-16,151.000000,164.000000,151.000000,153.000000,150.161514,55811500
2022-11-17,145.000000,155.000000,145.000000,153.000000,150.161514,44714600
2022-11-18,153.000000,157.000000,147.000000,150.000000,147.217163,47318800
2022-11-21,150.000000,151.000000,145.000000,147.000000,144.272812,32278700
2022-11-22,143.000000,156.000000,143.000000,151.000000,148.198608,65239900
2022-11-23,151.000000,152.000000,148.000000,149.000000,146.235703,28565900
2022-11-24,149.000000,152.000000,148.000000,149.000000,146.235703,40763200
2022-11-25,150.000000,153.000000,147.000000,153.000000,150.161514,30790100
2022-11-28,152.000000,162.000000,152.000000,162.000000,158.994537,85451200
2022-11-29,166.000000,166.000000,157.000000,164.000000,160.957428,57002000
2022-11-30,162.000000,176.000000,159.000000,175.000000,171.753357,171436900
2022-12-01,176.000000,180.000000,169.000000,170.000000,166.846115,94180500
2022-12-02,171.000000,171.000000,162.000000,167.000000,163.901764,51697400
2022-12-05,167.000000,167.000000,156.000000,156.000000,153.105835,26763000
2022-12-06,146.000000,153.000000,146.000000,147.000000,144.272812,15577200
2022-12-07,140.000000,148.000000,140.000000,144.000000,141.328476,9855300
2022-12-08,144.000000,145.000000,138.000000,138.000000,135.439774,10566900
2022-12-09,138.000000,138.000000,133.000000,136.000000,133.476883,6089300
2022-12-12,136.000000,143.000000,133.000000,141.000000,138.384125,8555900
2022-12-13,141.000000,150.000000,138.000000,147.000000,144.272812,9103600
2022-12-14,148.000000,150.000000,144.000000,148.000000,145.254272,5592200
2022-12-15,148.000000,148.000000,144.000000,144.000000,141.328476,2924200
2022-12-16,144.000000,152.000000,140.000000,151.000000,148.198608,9771700
2022-12-19,150.000000,152.000000,148.000000,148.000000,145.254272,5485300
2022-12-20,147.000000,149.000000,142.000000,145.000000,142.309921,6372500
2022-12-21,145.000000,145.000000,141.000000,141.000000,138.384125,6294800
2022-12-22,141.000000,142.000000,139.000000,140.000000,137.402695,5591900
2022-12-23,140.000000,140.000000,137.000000,137.000000,134.458344,2542500
2022-12-26,137.000000,166.000000,133.000000,145.000000,142.309921,130702500
2022-12-27,145.000000,145.000000,139.000000,140.000000,137.402695,12574300
2022-12-28,140.000000,150.000000,137.000000,147.000000,144.272812,28511200
2022-12-29,148.000000,154.000000,143.000000,145.000000,142.309921,24881000
2022-12-30,150.000000,150.000000,139.000000,145.000000,142.309921,9350300
2023-01-02,145.000000,150.000000,141.000000,145.000000,142.309921,16522400
2023-01-03,145.000000,145.000000,141.000000,141.000000,138.384125,4834100
