Date,Open,High,Low,Close,Adj Close,Volume
2021-06-10,135.000000,135.000000,135.000000,135.000000,135.000000,6500
2021-06-11,182.000000,182.000000,182.000000,182.000000,182.000000,16700
2021-06-14,244.000000,244.000000,206.000000,244.000000,244.000000,22008400
2021-06-15,298.000000,304.000000,282.000000,304.000000,304.000000,3438600
2021-06-16,380.000000,380.000000,380.000000,380.000000,380.000000,1514700
2021-06-17,400.000000,474.000000,400.000000,474.000000,474.000000,3064800
2021-06-18,505.000000,590.000000,505.000000,590.000000,590.000000,3569600
2021-06-21,590.000000,590.000000,590.000000,590.000000,590.000000,0
2021-06-22,590.000000,735.000000,590.000000,735.000000,735.000000,3076500
2021-06-23,850.000000,915.000000,685.000000,685.000000,685.000000,6317900
2021-06-24,640.000000,640.000000,640.000000,640.000000,640.000000,182300
2021-06-25,600.000000,600.000000,600.000000,600.000000,600.000000,96700
2021-06-28,560.000000,560.000000,560.000000,560.000000,560.000000,98300
2021-06-29,525.000000,525.000000,525.000000,525.000000,525.000000,39000
2021-06-30,490.000000,490.000000,490.000000,490.000000,490.000000,49400
2021-07-01,456.000000,456.000000,456.000000,456.000000,456.000000,108700
2021-07-02,426.000000,426.000000,426.000000,426.000000,426.000000,157800
2021-07-05,426.000000,426.000000,398.000000,398.000000,398.000000,259300
2021-07-06,372.000000,372.000000,372.000000,372.000000,372.000000,127000
2021-07-07,346.000000,464.000000,346.000000,464.000000,464.000000,25943100
2021-07-08,494.000000,580.000000,494.000000,580.000000,580.000000,11788100
2021-07-09,650.000000,725.000000,540.000000,540.000000,540.000000,16327100
2021-07-12,540.000000,550.000000,505.000000,505.000000,505.000000,332900
2021-07-13,470.000000,610.000000,470.000000,482.000000,482.000000,9806800
2021-07-14,484.000000,525.000000,450.000000,478.000000,478.000000,1760600
2021-07-15,478.000000,550.000000,470.000000,482.000000,482.000000,4168600
2021-07-16,482.000000,520.000000,468.000000,474.000000,474.000000,1920700
2021-07-19,474.000000,590.000000,474.000000,590.000000,590.000000,15880900
2021-07-21,615.000000,635.000000,550.000000,550.000000,550.000000,10050500
2021-07-22,550.000000,685.000000,515.000000,685.000000,685.000000,33017200
2021-07-23,710.000000,815.000000,640.000000,710.000000,710.000000,42655000
2021-07-26,710.000000,735.000000,665.000000,665.000000,665.000000,10031900
2021-07-27,665.000000,725.000000,620.000000,620.000000,620.000000,14967900
2021-07-28,640.000000,670.000000,595.000000,660.000000,660.000000,4825500
2021-07-29,670.000000,825.000000,670.000000,825.000000,825.000000,18802700
2021-07-30,890.000000,1030.000000,810.000000,920.000000,920.000000,54012300
2021-08-02,920.000000,920.000000,920.000000,920.000000,920.000000,0
2021-08-03,920.000000,920.000000,920.000000,920.000000,920.000000,0
2021-08-04,920.000000,920.000000,920.000000,920.000000,920.000000,0
2021-08-05,920.000000,920.000000,920.000000,920.000000,920.000000,0
2021-08-06,920.000000,1005.000000,860.000000,860.000000,860.000000,20603400
2021-08-09,840.000000,840.000000,800.000000,800.000000,800.000000,673500
2021-08-10,745.000000,865.000000,745.000000,825.000000,825.000000,12260200
2021-08-12,830.000000,865.000000,770.000000,785.000000,785.000000,9681300
2021-08-13,790.000000,820.000000,740.000000,740.000000,740.000000,7351000
2021-08-16,740.000000,800.000000,705.000000,775.000000,775.000000,1617700
2021-08-18,785.000000,835.000000,725.000000,725.000000,725.000000,103441000
2021-08-19,675.000000,700.000000,675.000000,675.000000,675.000000,911300
2021-08-20,630.000000,630.000000,630.000000,630.000000,630.000000,251800
2021-08-23,630.000000,670.000000,590.000000,650.000000,650.000000,3676400
2021-08-24,650.000000,715.000000,605.000000,605.000000,605.000000,19378500
2021-08-25,625.000000,665.000000,565.000000,565.000000,565.000000,43024200
2021-08-26,530.000000,570.000000,530.000000,530.000000,530.000000,10514500
2021-08-27,515.000000,580.000000,494.000000,494.000000,494.000000,71267000
2021-08-30,460.000000,470.000000,460.000000,460.000000,460.000000,11215800
2021-08-31,454.000000,462.000000,428.000000,428.000000,428.000000,30158300
2021-09-01,428.000000,438.000000,400.000000,400.000000,400.000000,15954600
2021-09-02,396.000000,412.000000,372.000000,372.000000,372.000000,21308800
2021-09-03,368.000000,384.000000,346.000000,346.000000,346.000000,22489800
2021-09-06,348.000000,348.000000,322.000000,322.000000,322.000000,25720700
2021-09-07,322.000000,402.000000,300.000000,300.000000,300.000000,410128300
2021-09-08,300.000000,300.000000,280.000000,280.000000,280.000000,21429600
2021-09-09,262.000000,262.000000,262.000000,262.000000,262.000000,2468100
2021-09-10,244.000000,276.000000,244.000000,244.000000,244.000000,32297500
2021-09-13,228.000000,228.000000,228.000000,228.000000,228.000000,2430400
2021-09-14,214.000000,234.000000,214.000000,214.000000,214.000000,82334400
