Date,Open,High,Low,Close,Adj Close,Volume
2002-04-22,65.000000,65.000000,65.000000,65.000000,47.017757,5000
2002-04-23,65.000000,65.000000,65.000000,65.000000,47.017757,0
2002-04-24,65.000000,65.000000,65.000000,65.000000,47.017757,0
2002-04-25,75.000000,75.000000,75.000000,75.000000,54.251270,10000
2002-04-26,90.000000,90.000000,90.000000,90.000000,65.101509,5000
2002-04-29,90.000000,90.000000,90.000000,90.000000,65.101509,0
2002-04-30,115.000000,115.000000,80.000000,112.500000,81.376884,35000
2002-05-01,142.500000,142.500000,142.500000,142.500000,103.077385,5000
2002-05-02,142.500000,142.500000,142.500000,142.500000,103.077385,0
2002-05-03,142.500000,142.500000,142.500000,142.500000,103.077385,0
2002-05-06,142.500000,142.500000,142.500000,142.500000,103.077385,0
2002-05-07,142.500000,142.500000,142.500000,142.500000,103.077385,0
2002-05-08,142.500000,142.500000,142.500000,142.500000,103.077385,0
2002-05-09,142.500000,142.500000,142.500000,142.500000,103.077385,0
2002-05-10,142.500000,142.500000,142.500000,142.500000,103.077385,0
2002-05-13,182.500000,182.500000,182.500000,182.500000,132.011398,5000
2002-05-14,222.500000,222.500000,222.500000,222.500000,160.945389,5000
2002-05-15,222.500000,222.500000,222.500000,222.500000,160.945389,0
2002-05-16,222.500000,222.500000,222.500000,222.500000,160.945389,0
2002-05-17,222.500000,222.500000,222.500000,222.500000,160.945389,0
2002-05-20,222.500000,222.500000,222.500000,222.500000,160.945389,0
2002-05-21,222.500000,222.500000,222.500000,222.500000,160.945389,0
2002-05-22,222.500000,222.500000,222.500000,222.500000,160.945389,0
2002-05-23,222.500000,222.500000,222.500000,222.500000,160.945389,0
2002-05-24,222.500000,222.500000,222.500000,222.500000,160.945389,0
2002-05-27,222.500000,222.500000,222.500000,222.500000,160.945389,0
2002-05-28,222.500000,222.500000,222.500000,222.500000,160.945389,0
2002-05-29,222.500000,222.500000,222.500000,222.500000,160.945389,0
2002-05-30,222.500000,222.500000,222.500000,222.500000,160.945389,0
2002-05-31,222.500000,222.500000,222.500000,222.500000,160.945389,0
2002-06-03,222.500000,222.500000,222.500000,222.500000,160.945389,0
2002-06-04,247.500000,247.500000,247.500000,247.500000,179.029129,5000
2002-06-05,247.500000,247.500000,247.500000,247.500000,179.029129,0
2002-06-06,247.500000,247.500000,247.500000,247.500000,179.029129,0
2002-06-07,247.500000,247.500000,247.500000,247.500000,179.029129,0
2002-06-10,247.500000,247.500000,247.500000,247.500000,179.029129,0
2002-06-11,247.500000,247.500000,247.500000,247.500000,179.029129,0
2002-06-12,247.500000,247.500000,247.500000,247.500000,179.029129,0
2002-06-13,175.000000,175.000000,175.000000,175.000000,126.586266,5000
2002-06-14,200.000000,200.000000,200.000000,200.000000,144.669998,5000
