Date,Open,High,Low,Close,Adj Close,Volume
2023-07-10,108.000000,108.000000,108.000000,108.000000,108.000000,7573800
2023-07-11,98.000000,98.000000,98.000000,98.000000,98.000000,2971900
2023-07-12,89.000000,99.000000,89.000000,89.000000,89.000000,39262900
2023-07-13,81.000000,91.000000,81.000000,89.000000,89.000000,61081800
2023-07-14,85.000000,89.000000,84.000000,84.000000,84.000000,13725600
2023-07-17,85.000000,92.000000,84.000000,92.000000,92.000000,32209100
2023-07-18,93.000000,99.000000,84.000000,86.000000,86.000000,43017200
2023-07-20,89.000000,89.000000,83.000000,85.000000,85.000000,8140800
2023-07-21,85.000000,86.000000,81.000000,82.000000,82.000000,9101000
2023-07-24,82.000000,83.000000,74.000000,74.000000,74.000000,26867700
2023-07-25,74.000000,75.000000,68.000000,73.000000,73.000000,16204200
2023-07-26,73.000000,73.000000,69.000000,71.000000,71.000000,6792500
2023-07-27,71.000000,78.000000,71.000000,78.000000,78.000000,17895600
2023-07-28,80.000000,85.000000,71.000000,73.000000,73.000000,38511200
2023-07-31,80.000000,80.000000,69.000000,70.000000,70.000000,8411100
2023-08-01,71.000000,71.000000,67.000000,68.000000,68.000000,4164100
2023-08-02,69.000000,70.000000,65.000000,66.000000,66.000000,7904200
2023-08-03,72.000000,72.000000,65.000000,72.000000,72.000000,9111600
2023-08-04,73.000000,79.000000,70.000000,79.000000,79.000000,23223100
2023-08-07,80.000000,84.000000,73.000000,80.000000,80.000000,28971700
2023-08-08,80.000000,82.000000,75.000000,76.000000,76.000000,8482200
2023-08-09,80.000000,80.000000,73.000000,74.000000,74.000000,3417600
2023-08-10,74.000000,75.000000,72.000000,75.000000,75.000000,2544300
2023-08-11,74.000000,75.000000,72.000000,72.000000,72.000000,2697900
2023-08-14,73.000000,74.000000,71.000000,71.000000,71.000000,2837200
2023-08-15,71.000000,73.000000,66.000000,68.000000,68.000000,5402000
2023-08-16,69.000000,74.000000,67.000000,72.000000,72.000000,9458100
2023-08-18,72.000000,73.000000,67.000000,68.000000,68.000000,5082200
2023-08-21,68.000000,70.000000,65.000000,66.000000,66.000000,16372600
2023-08-22,67.000000,72.000000,66.000000,72.000000,72.000000,16861700
2023-08-23,79.000000,79.000000,74.000000,79.000000,79.000000,32486400
2023-08-24,81.000000,84.000000,73.000000,74.000000,74.000000,19795600
2023-08-25,67.000000,77.000000,67.000000,72.000000,72.000000,5652200
