price_date,sell_percentage,buy_percentage,yield_value
2022-04-19 00:00:00,99.65,100.35,4.77
2022-04-20 00:00:00,98.5,100,4.91
2022-04-21 00:00:00,98.75,100.25,4.86
2022-04-22 00:00:00,98.75,100.25,4.8
2022-04-25 00:00:00,98.7,99.85,4.97
2022-04-26 00:00:00,98.55,100.05,4.88
2022-04-27 00:00:00,98.9,99.75,5
2022-04-28 00:00:00,98.95,99.8,4.98
2022-05-09 00:00:00,98.65,99.5,5.09
2022-05-10 00:00:00,98.2,99.05,5.27
2022-05-11 00:00:00,96.75,98.9,5.33
2022-05-12 00:00:00,98,99,5.29
2022-05-13 00:00:00,97.5,98.5,5.49
2022-05-17 00:00:00,97.5,98.5,5.49
2022-05-18 00:00:00,97,99.6,5.06
2022-05-19 00:00:00,98.35,99.35,5.15
2022-05-20 00:00:00,98,99,5.3
2022-05-23 00:00:00,97.65,98.65,5.43
2022-05-24 00:00:00,98.4,99.4,5.14
2022-05-25 00:00:00,98.15,99.15,5.24
2022-05-27 00:00:00,98.15,99.15,5.24
2022-05-30 00:00:00,98.65,99.65,5.04
2022-05-31 00:00:00,98.25,99.5,5.1
2022-06-02 00:00:00,98.25,99.5,5.1
2022-06-03 00:00:00,98,99.25,5.2
2022-06-06 00:00:00,99,100.25,4.8
2022-06-07 00:00:00,98.5,99.75,5
2022-06-08 00:00:00,98.5,99.75,5
2022-06-09 00:00:00,98.5,99.75,5
2022-06-10 00:00:00,98.3,99.55,5.08
2022-06-13 00:00:00,98.5,99.75,5
2022-06-14 00:00:00,98.4,99.75,5
2022-06-15 00:00:00,98,99.8,5.03
2022-06-16 00:00:00,98,99.85,5.01
2022-06-17 00:00:00,98,100.3,4.83
2022-06-20 00:00:00,97.5,99.8,4.98
2022-06-21 00:00:00,97,100,4.9
2022-06-22 00:00:00,97.2,99.85,4.96
2022-06-23 00:00:00,97.5,99.8,4.98
2022-06-24 00:00:00,97.5,99.8,4.98
2022-06-27 00:00:00,97.5,100,4.9
2022-06-28 00:00:00,97.5,99.8,4.98
2022-06-29 00:00:00,97.5,99.8,4.98
2022-06-30 00:00:00,98.5,100.15,4.84
2022-07-01 00:00:00,97.7,99.6,5.06
2022-07-04 00:00:00,97.7,99.6,5.06
2022-07-05 00:00:00,97.7,99.6,5.06
2022-07-06 00:00:00,98.5,99.6,5.06
2022-07-07 00:00:00,98.5,99.6,5.06
2022-07-08 00:00:00,98.55,99.6,5.06
2022-07-11 00:00:00,98.55,99.5,5.11
2022-07-12 00:00:00,98.5,99.3,5.19
2022-07-13 00:00:00,98.5,99.6,5.07
2022-07-14 00:00:00,98.4,99.55,5.09
2022-07-15 00:00:00,98.1,99.45,5.13
2022-07-18 00:00:00,98.15,99.5,5.11
2022-07-19 00:00:00,98.15,99.4,5.15
2022-07-20 00:00:00,98.15,99.4,5.15
2022-07-21 00:00:00,98.15,99.4,5.15
