price_date,sell_percentage,buy_percentage,yield_value
2020-04-08 00:00:00,98.75,99.4,3.92
2020-04-09 00:00:00,97.5,100.4,3.8
2020-04-13 00:00:00,98.5,101.15,3.72
2020-04-14 00:00:00,102,103.1,3.49
2020-04-15 00:00:00,101.9,103.3,3.47
2020-04-16 00:00:00,101.75,103.35,3.47
2020-04-17 00:00:00,102.75,104.3,3.36
2020-04-20 00:00:00,102.6,104.1,3.38
2020-04-21 00:00:00,102.1,104.1,3.38
2020-04-22 00:00:00,101.15,103,3.5
2020-04-23 00:00:00,101.15,103,3.5
2020-04-24 00:00:00,102,103.75,3.42
2020-04-27 00:00:00,101.75,103.75,3.42
2020-04-28 00:00:00,102.25,103.8,3.41
2020-04-29 00:00:00,102.5,104.05,3.39
2020-04-30 00:00:00,103,104.3,3.36
2020-05-04 00:00:00,103,104.8,3.3
2020-05-05 00:00:00,103.25,104.8,3.3
2020-05-06 00:00:00,103.25,104.8,3.3
2020-05-08 00:00:00,104,105.55,3.22
2020-05-11 00:00:00,105,106.3,3.14
2020-05-12 00:00:00,105,106.3,3.14
2020-05-13 00:00:00,105,106.3,3.14
2020-05-14 00:00:00,104.9,106.05,3.16
2020-05-15 00:00:00,105,106.05,3.16
2020-05-18 00:00:00,105.5,106.8,3.08
2020-05-19 00:00:00,107.25,108.55,2.89
2020-05-20 00:00:00,107.75,109.05,2.84
2020-05-26 00:00:00,109.75,111.3,2.6
2020-05-27 00:00:00,109.4,111.3,2.6
2020-05-28 00:00:00,109.75,111.3,2.6
2020-05-29 00:00:00,109.75,111.3,2.6
2020-06-02 00:00:00,109.7,111,2.63
2020-06-03 00:00:00,109.6,111.45,2.58
2020-06-04 00:00:00,110.4,112.1,2.51
2020-06-05 00:00:00,110.45,112.25,2.5
2020-06-08 00:00:00,110.8,112.5,2.47
2020-06-09 00:00:00,111,112.4,2.48
2020-06-10 00:00:00,111.25,112.6,2.46
2020-06-11 00:00:00,111.25,112.6,2.46
2020-06-12 00:00:00,110.5,111.85,2.54
2020-06-15 00:00:00,110.5,111.85,2.54
2020-06-16 00:00:00,110.25,111.6,2.56
2020-06-17 00:00:00,110.75,111.85,2.54
2020-06-18 00:00:00,111,112,2.52
2020-06-19 00:00:00,111.25,112.3,2.49
2020-06-22 00:00:00,111.25,112.35,2.48
2020-06-23 00:00:00,111.25,112.5,2.47
2020-06-24 00:00:00,111.25,112.6,2.46
2020-06-25 00:00:00,111,112.25,2.49
2020-06-26 00:00:00,111,112.25,2.49
2020-06-29 00:00:00,111,112.35,2.48
2020-06-30 00:00:00,111,112.35,2.48
2020-07-01 00:00:00,110.75,112.15,2.5
2020-07-02 00:00:00,110.75,112.15,2.5
