price_date,sell_percentage,buy_percentage,yield_value
2019-11-07 00:00:00,99.95,100.75,7.43
2019-11-08 00:00:00,100.05,100.85,7.42
2019-11-11 00:00:00,100.2,101,7.4
2019-11-12 00:00:00,99.95,100.75,7.43
2019-11-13 00:00:00,99.85,100.65,7.44
2019-11-14 00:00:00,99.85,100.65,7.44
2019-11-15 00:00:00,99.7,100.5,7.45
2019-11-18 00:00:00,99.4,100.4,7.46
2019-11-19 00:00:00,99.25,100.25,7.47
2019-11-20 00:00:00,99.25,100.25,7.47
2019-11-21 00:00:00,99,100,7.5
2019-11-22 00:00:00,99.15,100.15,7.48
2019-11-25 00:00:00,99,100,7.5
2019-11-26 00:00:00,99,100,7.5
2019-11-27 00:00:00,99.1,100.1,7.49
2019-11-28 00:00:00,99.35,100.35,7.47
2019-11-29 00:00:00,99.25,100.25,7.48
2019-12-02 00:00:00,99,100,7.51
2019-12-03 00:00:00,99.25,100.25,7.47
2019-12-04 00:00:00,99.25,100.25,7.47
2019-12-05 00:00:00,99.25,100.25,7.47
2019-12-06 00:00:00,99.25,100.25,7.47
2019-12-09 00:00:00,99.25,100.25,7.47
2019-12-10 00:00:00,99.25,100.25,7.47
2019-12-11 00:00:00,99.25,100.25,7.47
2019-12-12 00:00:00,98.5,99.5,7.55
2019-12-13 00:00:00,99,100,7.5
2019-12-16 00:00:00,99,100,7.5
2019-12-17 00:00:00,97.9,98.9,7.61
2019-12-18 00:00:00,98.4,99.4,7.56
2019-12-19 00:00:00,98.65,99.65,7.53
2019-12-20 00:00:00,98.65,99.65,7.53
2019-12-23 00:00:00,98.75,99.75,7.52
2019-12-26 00:00:00,99.25,100.25,7.47
2019-12-27 00:00:00,99.05,100.05,7.49
2019-12-30 00:00:00,99.15,100.15,7.48
2020-01-02 00:00:00,99.25,100.25,7.47
2020-01-03 00:00:00,99.75,100.75,7.43
2020-01-06 00:00:00,98.95,99.95,7.5
2020-01-07 00:00:00,99.25,100.25,7.47
2020-01-08 00:00:00,99.2,100.2,7.48
2020-01-09 00:00:00,99.45,100.45,7.45
2020-01-10 00:00:00,100.15,101.15,7.39
2020-01-13 00:00:00,100.4,101.4,7.36
2020-01-14 00:00:00,100.35,101.35,7.37
2020-01-15 00:00:00,100.25,101.25,7.38
2020-01-16 00:00:00,100.25,101.25,7.38
2020-01-17 00:00:00,100.45,101.2,7.38
2020-01-20 00:00:00,100.75,101.5,7.35
2020-01-21 00:00:00,100.75,101.5,7.35
2020-01-22 00:00:00,101.4,102.15,7.29
2020-01-23 00:00:00,102,102.75,7.24
2020-01-24 00:00:00,102.75,103.5,7.17
2020-01-27 00:00:00,102.25,103,7.21
2020-01-28 00:00:00,101,102,7.31
2020-01-29 00:00:00,101.75,102.75,7.24
2020-01-30 00:00:00,101.5,102.5,7.26
2020-01-31 00:00:00,101.5,102.5,7.26
2020-02-03 00:00:00,101.25,102.25,7.28
2020-02-04 00:00:00,101,102,7.31
2020-02-05 00:00:00,101.5,102.5,7.26
2020-02-06 00:00:00,101.75,102.75,7.24
2020-02-07 00:00:00,101.9,102.9,7.22
2020-02-10 00:00:00,101.75,102.75,7.24
2020-02-11 00:00:00,101.75,102.75,7.24
2020-02-12 00:00:00,102.25,103.25,7.19
2020-02-13 00:00:00,102,103,7.21
2020-02-14 00:00:00,102,103,7.21
2020-02-17 00:00:00,102.2,103.1,7.2
2020-02-18 00:00:00,102.1,103,7.21
2020-02-19 00:00:00,102.35,103.25,7.19
2020-02-20 00:00:00,102.1,103,7.21
2020-02-21 00:00:00,102.35,103.25,7.19
2020-02-24 00:00:00,102.1,103,7.21
2020-02-25 00:00:00,101.95,102.85,7.23
2020-02-26 00:00:00,101.85,102.75,7.24
2020-02-27 00:00:00,101.6,102.5,7.26
2020-02-28 00:00:00,99.4,100.55,7.45
2020-03-02 00:00:00,99.25,100.6,7.44
2020-03-03 00:00:00,99.5,100.75,7.43
2020-03-04 00:00:00,103.25,104.5,7.08
