price_date,sell_percentage,buy_percentage,yield_value
2024-01-10 00:00:00,98.6,99.75,5.94
2024-01-11 00:00:00,97.5,98.6,6.24
2024-01-12 00:00:00,97.45,98.6,6.24
2024-01-15 00:00:00,97.35,98.4,6.29
2024-01-16 00:00:00,97.2,98.4,6.29
2024-01-17 00:00:00,97.2,98.35,6.3
2024-01-18 00:00:00,96.9,98.1,6.37
2024-01-19 00:00:00,96.9,98,6.4
2024-01-22 00:00:00,96.9,98,6.4
2024-01-23 00:00:00,97.05,98.1,6.37
2024-01-24 00:00:00,96.9,98,6.4
2024-01-25 00:00:00,96.9,98,6.4
2024-01-26 00:00:00,97,98.1,6.37
2024-01-29 00:00:00,97.1,98.3,6.32
2024-01-30 00:00:00,97.1,98.3,6.32
2024-01-31 00:00:00,97.1,98.3,6.32
2024-02-01 00:00:00,97.15,98.35,6.31
2024-02-02 00:00:00,97.25,98.5,6.27
2024-02-05 00:00:00,97.25,98.5,6.27
2024-02-06 00:00:00,97.25,98.5,6.27
2024-02-07 00:00:00,97.25,98.5,6.27
2024-02-12 00:00:00,97.2,98.3,6.32
2024-02-13 00:00:00,97.2,98.3,6.32
2024-02-15 00:00:00,97.2,98.3,6.32
2024-02-16 00:00:00,97.3,98.5,6.27
2024-02-19 00:00:00,97.3,98.5,6.27
2024-02-20 00:00:00,97.3,98.5,6.27
2024-02-21 00:00:00,97.3,98.3,6.32
2024-02-22 00:00:00,97.3,98.3,6.32
2024-02-23 00:00:00,97.3,98.3,6.32
2024-02-26 00:00:00,97.3,98.3,6.32
2024-02-27 00:00:00,97.4,98.4,6.3
2024-02-28 00:00:00,97.4,98.4,6.3
2024-02-29 00:00:00,97.4,98.4,6.3
2024-03-01 00:00:00,97.4,98.5,6.27
2024-03-04 00:00:00,97.4,98.4,6.3
2024-03-05 00:00:00,97.3,98.6,6.24
2024-03-06 00:00:00,97.25,98.65,6.23
2024-03-07 00:00:00,97.45,98.75,6.2
2024-03-08 00:00:00,97.45,98.45,6.29
2024-03-13 00:00:00,97.4,98.4,6.3
2024-03-14 00:00:00,97.15,98.15,6.37
2024-03-15 00:00:00,97.05,98.15,6.37
2024-03-18 00:00:00,97.1,98.2,6.36
2024-03-19 00:00:00,97.35,98.35,6.31
2024-03-20 00:00:00,97.4,98.3,6.33
2024-03-21 00:00:00,97.4,98.3,6.33
2024-03-22 00:00:00,97.35,98.35,6.32
2024-03-25 00:00:00,97.35,98.35,6.32
2024-03-26 00:00:00,97.35,98.35,6.32
2024-03-27 00:00:00,97.35,98.35,6.32
2024-03-28 00:00:00,97.35,98.35,6.32
2024-04-01 00:00:00,97.25,98.25,6.34
2024-04-02 00:00:00,97.25,98.25,6.35
2024-04-03 00:00:00,97.25,98.25,6.35
2024-04-04 00:00:00,97.25,98.25,6.35
2024-04-05 00:00:00,97.25,98.15,6.38
2024-04-16 00:00:00,96.95,97.95,6.43
2024-04-17 00:00:00,96.95,97.95,6.43
2024-04-18 00:00:00,96.45,97.45,6.57
2024-04-19 00:00:00,96.2,97.3,6.61
2024-04-22 00:00:00,96.25,97.35,6.6
2024-04-23 00:00:00,95.55,97.05,6.69
2024-04-24 00:00:00,95.75,97.25,6.63
2024-04-25 00:00:00,95.65,97.15,6.66
2024-04-26 00:00:00,96.25,97.35,6.6
2024-04-29 00:00:00,96.05,97.25,6.63
2024-04-30 00:00:00,95.75,97.25,6.63
2024-05-02 00:00:00,96.05,97.25,6.63
2024-05-03 00:00:00,96.45,97.45,6.58
2024-05-06 00:00:00,96.4,97.4,6.59
2024-05-07 00:00:00,96.65,97.65,6.52
2024-05-08 00:00:00,96.65,97.65,6.52
2024-05-13 00:00:00,96.5,97.6,6.54
2024-05-14 00:00:00,96.4,97.5,6.57
2024-05-15 00:00:00,96.4,97.6,6.54
2024-05-16 00:00:00,96.75,97.85,6.47
2024-05-17 00:00:00,96.75,97.85,6.47
2024-05-20 00:00:00,96.6,97.6,6.54
2024-05-21 00:00:00,96.5,97.6,6.54
2024-05-22 00:00:00,96.5,97.6,6.54
