price_date,sell_percentage,buy_percentage,yield_value
2021-06-03 00:00:00,99.95,100.75,3.51
2021-06-04 00:00:00,98.5,99.9,3.56
2021-06-07 00:00:00,99.5,100.75,3.51
2021-06-08 00:00:00,99.63,100.53,3.52
2021-06-09 00:00:00,100,100.95,3.5
2021-06-10 00:00:00,100.95,101.75,3.46
2021-06-11 00:00:00,101.25,102.25,3.43
2021-06-14 00:00:00,101.15,102.25,3.43
2021-06-15 00:00:00,100.6,101.75,3.46
2021-06-16 00:00:00,100.35,101.25,3.48
2021-06-17 00:00:00,99.5,100.75,3.51
2021-06-18 00:00:00,99.5,100.75,3.51
2021-06-21 00:00:00,99.5,100.75,3.51
2021-06-22 00:00:00,99.5,100.75,3.51
2021-06-23 00:00:00,101.2,102.15,3.43
2021-06-24 00:00:00,101.25,102.25,3.43
2021-06-25 00:00:00,101.25,102.25,3.43
2021-06-28 00:00:00,101.15,102,3.44
2021-06-29 00:00:00,101.15,102,3.44
2021-06-30 00:00:00,101.35,102.15,3.43
2021-07-01 00:00:00,101.35,102.15,3.43
2021-07-02 00:00:00,101.35,102.15,3.43
2021-07-05 00:00:00,101.35,102.15,3.43
2021-07-06 00:00:00,101.35,102.15,3.43
2021-07-07 00:00:00,102.25,103.25,3.38
2021-07-08 00:00:00,102.25,103.25,3.38
2021-07-09 00:00:00,102.25,103.25,3.38
2021-07-12 00:00:00,102.25,103.25,3.38
2021-07-13 00:00:00,102.25,103.25,3.38
2021-07-14 00:00:00,102.25,103.25,3.38
2021-07-15 00:00:00,102.25,103.25,3.38
2021-07-16 00:00:00,102.25,103.25,3.38
2021-07-19 00:00:00,102.25,103.25,3.38
2021-07-21 00:00:00,102.25,103.25,3.38
2021-07-22 00:00:00,102.25,103.25,3.38
2021-07-23 00:00:00,102.25,103.25,3.38
2021-07-26 00:00:00,102.25,103.25,3.38
2021-07-27 00:00:00,102.25,103.25,3.38
2021-07-28 00:00:00,102.25,103.25,3.38
2021-07-29 00:00:00,102.25,103.25,3.38
2021-07-30 00:00:00,101.25,102.5,3.42
2021-08-02 00:00:00,101.25,102.5,3.42
2021-08-03 00:00:00,101.25,102.5,3.42
2021-08-04 00:00:00,101.25,102.5,3.42
2021-08-05 00:00:00,101.25,102.5,3.42
2021-08-06 00:00:00,101.25,102.5,3.42
2021-08-09 00:00:00,101.25,102.5,3.42
2021-08-12 00:00:00,101.25,102.5,3.42
2021-08-13 00:00:00,101.25,102.5,3.42
2021-08-16 00:00:00,101.25,102.5,3.42
2021-08-18 00:00:00,101.25,102.5,3.42
2021-08-19 00:00:00,101.25,102.5,3.42
2021-08-20 00:00:00,102,103,3.39
2021-08-23 00:00:00,102,103,3.39
2021-08-24 00:00:00,101.98,102.98,3.39
2021-08-25 00:00:00,101.98,102.98,3.39
2021-08-26 00:00:00,101.8,102.8,3.4
2021-08-27 00:00:00,101.8,102.8,3.4
2021-08-30 00:00:00,101.8,102.8,3.4
2021-08-31 00:00:00,101.8,102.8,3.4
2021-09-01 00:00:00,101.8,102.8,3.4
2021-09-02 00:00:00,101.8,102.8,3.4
2021-09-03 00:00:00,101.8,102.8,3.4
2021-09-06 00:00:00,101.8,102.8,3.4
2021-09-07 00:00:00,101.8,102.8,3.4
2021-09-08 00:00:00,102.38,103.35,3.37
2021-09-09 00:00:00,102.38,103.35,3.37
2021-09-10 00:00:00,102.38,103.35,3.37
2021-09-13 00:00:00,102.25,103.25,3.38
2021-09-14 00:00:00,102.1,103.1,3.38
2021-09-15 00:00:00,102.1,103.1,3.38
2021-09-16 00:00:00,102.1,103.1,3.38
2021-09-17 00:00:00,102.1,103.1,3.38
2021-09-20 00:00:00,102.1,103.1,3.38
2021-09-21 00:00:00,101.48,102.23,3.43
2021-09-22 00:00:00,101.48,102.23,3.43
2021-09-23 00:00:00,101.35,102.35,3.42
2021-09-24 00:00:00,101.23,101.98,3.44
2021-09-27 00:00:00,101.23,101.98,3.44
2021-09-28 00:00:00,101.23,101.98,3.44
2021-09-29 00:00:00,99.55,100.6,3.52
2021-09-30 00:00:00,99.55,100.6,3.52
2021-10-01 00:00:00,99.55,100.6,3.52
2021-10-04 00:00:00,99.55,100.6,3.52
2021-10-05 00:00:00,99.13,99.8,3.56
2021-10-06 00:00:00,99.13,99.8,3.56
2021-10-07 00:00:00,99.13,99.8,3.56
2021-10-08 00:00:00,97.7,98.7,3.62
2021-10-11 00:00:00,97.7,98.7,3.62
2021-10-12 00:00:00,97.7,98.7,3.62
2021-10-13 00:00:00,97.7,98.7,3.62
2021-10-14 00:00:00,97.7,98.7,3.62
2021-10-15 00:00:00,97.7,98.7,3.62
2021-10-18 00:00:00,97.7,98.7,3.62
2021-10-21 00:00:00,99.25,100.75,3.51
2021-10-22 00:00:00,99.25,100.75,3.51
2021-10-25 00:00:00,99.25,100.75,3.51
2021-10-26 00:00:00,99.25,100.75,3.51
2021-10-27 00:00:00,99.25,100.75,3.51
2021-10-28 00:00:00,99.95,101.5,3.47
2021-10-29 00:00:00,99.95,101.5,3.47
2021-11-01 00:00:00,99.95,101.5,3.47
2021-11-02 00:00:00,99.95,101.5,3.47
2021-11-03 00:00:00,99,100.25,3.54
2021-11-04 00:00:00,99.25,100.25,3.54
2021-11-05 00:00:00,99.1,101.1,3.49
2021-11-08 00:00:00,99.1,101.1,3.49
2021-11-09 00:00:00,99.1,101.1,3.49
2021-11-10 00:00:00,99.1,101.1,3.49
2021-11-11 00:00:00,99.1,101.1,3.49
2021-11-12 00:00:00,99.75,101,3.5
2021-11-15 00:00:00,99.75,101,3.5
2021-11-16 00:00:00,99.75,101,3.5
2021-11-17 00:00:00,99.75,101,3.5
2021-11-18 00:00:00,99.75,101,3.5
2021-11-19 00:00:00,99.75,101,3.5
2021-11-22 00:00:00,100.15,101.65,3.46
2021-11-23 00:00:00,100.15,101.65,3.46
2021-11-24 00:00:00,100.15,101.65,3.46
2021-11-25 00:00:00,100.15,101.65,3.46
2021-11-26 00:00:00,100.15,101.65,3.46
2021-11-29 00:00:00,100.15,101.65,3.46
2021-11-30 00:00:00,100.15,101.65,3.46
2021-12-01 00:00:00,99.75,101,3.5
2021-12-02 00:00:00,99.9,100.9,3.5
2021-12-03 00:00:00,99.75,100.75,3.51
2021-12-06 00:00:00,99.75,100.75,3.51
2021-12-07 00:00:00,99.75,100.75,3.51
