price_date,sell_percentage,buy_percentage,yield_value
2020-08-12 00:00:00,98.25,99.6,5.58
2020-08-13 00:00:00,98.4,99.6,5.58
2020-08-14 00:00:00,98.35,99.35,5.63
2020-08-18 00:00:00,98.4,99.6,5.58
2020-08-19 00:00:00,99.45,100.25,5.45
2020-08-24 00:00:00,99.15,100.55,5.38
2020-08-25 00:00:00,99.4,100.6,5.37
2020-08-26 00:00:00,99.85,101.05,5.28
2020-08-27 00:00:00,99.4,100.6,5.37
2020-08-28 00:00:00,99.4,100.6,5.37
2020-08-31 00:00:00,99.4,100.6,5.37
2020-09-01 00:00:00,99.4,100.6,5.37
2020-09-02 00:00:00,99.4,100.6,5.37
2020-09-03 00:00:00,98.95,100.35,5.43
2020-09-04 00:00:00,99.15,100.35,5.43
2020-09-07 00:00:00,99.15,100.35,5.43
2020-09-08 00:00:00,99.65,100.75,5.34
2020-09-09 00:00:00,99.8,100.6,5.37
2020-09-10 00:00:00,99.15,100,5.5
2020-09-11 00:00:00,99,100,5.5
2020-09-14 00:00:00,99.25,100.25,5.45
2020-09-15 00:00:00,99.25,100.25,5.45
2020-09-16 00:00:00,99.5,100.5,5.39
2020-09-17 00:00:00,99.3,100.3,5.44
2020-09-18 00:00:00,99.3,100.3,5.44
2020-09-21 00:00:00,99.4,100.4,5.42
2020-09-22 00:00:00,99.4,100.4,5.42
2020-09-23 00:00:00,99.2,100.2,5.46
2020-09-24 00:00:00,99.2,100.2,5.46
2020-09-25 00:00:00,99.1,100.1,5.48
2020-09-28 00:00:00,98.9,99.95,5.51
2020-09-29 00:00:00,99.15,100.15,5.47
2020-09-30 00:00:00,99.15,100.15,5.47
2020-10-01 00:00:00,98.85,99.85,5.53
2020-10-02 00:00:00,99,100,5.5
2020-10-05 00:00:00,98.7,99.7,5.56
2020-10-06 00:00:00,98.7,99.7,5.56
2020-10-07 00:00:00,98.7,99.7,5.56
2020-10-08 00:00:00,98.5,99.5,5.61
2020-10-09 00:00:00,98.5,99.5,5.61
2020-10-12 00:00:00,98.5,99.5,5.61
2020-10-13 00:00:00,98.5,99.5,5.61
2020-10-14 00:00:00,98.75,99.65,5.58
2020-10-15 00:00:00,98.75,99.8,5.55
2020-10-16 00:00:00,99,100,5.5
2020-10-19 00:00:00,99,100,5.5
2020-10-20 00:00:00,99.2,100.3,5.44
2020-10-21 00:00:00,99.75,100.75,5.34
2020-10-22 00:00:00,99.4,100.4,5.41
2020-10-23 00:00:00,99.4,100.4,5.41
2020-10-26 00:00:00,99.4,100.4,5.41
2020-10-27 00:00:00,99.4,100.4,5.41
2020-11-02 00:00:00,99.4,100.4,5.41
2020-11-03 00:00:00,99.35,100.35,5.42
2020-11-04 00:00:00,99.35,100.35,5.42
2020-11-05 00:00:00,99.75,100.75,5.34
2020-11-06 00:00:00,99.75,101.05,5.27
2020-11-09 00:00:00,100.2,101.2,5.24
2020-11-10 00:00:00,100.25,101.25,5.23
2020-11-11 00:00:00,100,101,5.28
2020-11-12 00:00:00,100,101,5.28
2020-11-13 00:00:00,100.2,101.2,5.24
2020-11-16 00:00:00,100.25,101.25,5.23
2020-11-17 00:00:00,100.85,101.85,5.11
2020-11-18 00:00:00,100.9,101.9,5.09
2020-11-19 00:00:00,100.9,101.9,5.09
2020-11-20 00:00:00,100.85,101.85,5.1
2020-11-23 00:00:00,100.9,101.9,5.09
2020-11-24 00:00:00,100.9,101.9,5.09
2020-11-25 00:00:00,100.9,101.9,5.09
2020-11-26 00:00:00,101.25,102.25,5.02
2020-11-27 00:00:00,101.4,102.4,4.98
2020-11-30 00:00:00,101.35,102.4,4.98
2020-12-01 00:00:00,101.25,102.3,5.01
2020-12-02 00:00:00,101.5,102.5,4.96
2020-12-03 00:00:00,101.4,102.4,4.98
2020-12-04 00:00:00,101.3,102.3,5.01
2020-12-07 00:00:00,101.3,102.3,5
2020-12-08 00:00:00,101.4,102.4,4.98
2020-12-10 00:00:00,101.4,102.4,4.98
2020-12-11 00:00:00,101.5,102.5,4.96
2020-12-14 00:00:00,101.4,102.4,4.98
2020-12-15 00:00:00,101.15,102.15,5.03
2020-12-16 00:00:00,101.2,102.2,5.02
2020-12-17 00:00:00,101.25,102.25,5.01
2020-12-18 00:00:00,101.15,102.5,4.96
2020-12-21 00:00:00,100.95,102.25,5.01
2020-12-22 00:00:00,100.4,101.75,5.12
2020-12-23 00:00:00,100.25,101.4,5.2
2021-01-04 00:00:00,101.4,102.6,4.93
2021-01-05 00:00:00,101.15,102.15,5.04
2021-01-06 00:00:00,101.3,102.3,5
2021-01-07 00:00:00,101.25,102.25,5.01
2021-01-08 00:00:00,101,102,5.06
2021-01-11 00:00:00,101,102,5.06
2021-01-12 00:00:00,101,102,5.06
2021-01-13 00:00:00,100.75,101.75,5.11
2021-01-14 00:00:00,100.9,101.9,5.08
2021-01-15 00:00:00,100.8,101.8,5.1
2021-01-18 00:00:00,100.9,101.9,5.08
2021-01-19 00:00:00,100.85,101.85,5.09
2021-01-20 00:00:00,100.7,101.7,5.12
2021-01-21 00:00:00,100.3,101.55,5.16
2021-01-22 00:00:00,100.5,101.8,5.1
2021-01-25 00:00:00,100.5,101.8,5.1
2021-01-26 00:00:00,100.7,101.7,5.12
2021-01-27 00:00:00,100.7,101.7,5.12
2021-01-28 00:00:00,100.7,101.7,5.12
2021-01-29 00:00:00,100.85,101.85,5.09
2021-02-01 00:00:00,101,102,5.06
2021-02-02 00:00:00,101,102,5.06
2021-02-03 00:00:00,101,102,5.06
2021-02-04 00:00:00,101,102,5.05
2021-02-05 00:00:00,100.9,101.9,5.08
2021-02-08 00:00:00,100.9,101.9,5.08
2021-02-09 00:00:00,100.6,101.6,5.14
2021-02-10 00:00:00,100.5,101.5,5.16
2021-02-11 00:00:00,100.5,101.5,5.16
2021-02-15 00:00:00,100.6,101.6,5.14
2021-02-16 00:00:00,100.45,101.45,5.17
2021-02-17 00:00:00,100,101,5.27
2021-02-18 00:00:00,99.65,100.65,5.35
2021-02-19 00:00:00,98.75,99.75,5.55
2021-02-22 00:00:00,98.25,99.25,5.67
2021-02-23 00:00:00,98.25,99.25,5.67
2021-02-24 00:00:00,99.25,100.25,5.44
2021-02-25 00:00:00,99,100,5.5
2021-02-26 00:00:00,98.25,99.5,5.61
2021-03-01 00:00:00,98.75,99.75,5.56
2021-03-02 00:00:00,98.75,99.75,5.56
2021-03-03 00:00:00,99.1,100.1,5.48
2021-03-04 00:00:00,98.85,99.85,5.53
2021-03-05 00:00:00,98.5,99.5,5.61
2021-03-08 00:00:00,97.85,98.85,5.76
2021-03-09 00:00:00,97.35,98.35,5.88
2021-03-10 00:00:00,97.75,98.75,5.79
2021-03-15 00:00:00,97.15,98.9,5.75
2021-03-16 00:00:00,98.1,99.1,5.71
2021-03-17 00:00:00,97.75,98.75,5.79
2021-03-18 00:00:00,97.7,98.7,5.8
2021-03-19 00:00:00,97.5,98.5,5.85
2021-03-22 00:00:00,97.6,98.6,5.82
2021-03-23 00:00:00,97.75,98.75,5.79
2021-03-24 00:00:00,98.15,99.15,5.7
2021-03-25 00:00:00,98.15,99.15,5.7
2021-03-26 00:00:00,98.15,99.15,5.7
2021-03-29 00:00:00,98,99,5.73
2021-03-30 00:00:00,97.75,98.85,5.77
2021-03-31 00:00:00,97.85,98.75,5.79
2021-04-01 00:00:00,98,98.85,5.77
2021-04-05 00:00:00,98.35,99.35,5.65
2021-04-06 00:00:00,98.75,100,5.5
2021-04-07 00:00:00,98.85,99.85,5.53
2021-04-08 00:00:00,99,100,5.5
2021-04-09 00:00:00,99,99.95,5.51
2021-04-12 00:00:00,98.8,99.8,5.55
2021-04-13 00:00:00,98.55,99.55,5.6
2021-04-14 00:00:00,98.25,99.25,5.67
2021-04-15 00:00:00,98.35,99.25,5.67
2021-04-16 00:00:00,98.75,99.75,5.56
2021-04-19 00:00:00,98.9,99.9,5.52
2021-04-20 00:00:00,99,100,5.5
2021-04-21 00:00:00,98.9,99.8,5.55
2021-04-22 00:00:00,99,99.9,5.52
2021-04-23 00:00:00,99.1,100,5.5
2021-04-26 00:00:00,99.1,100,5.5
2021-04-27 00:00:00,99.1,100,5.5
2021-04-28 00:00:00,98.7,99.8,5.55
2021-04-29 00:00:00,98.65,99.75,5.56
2021-04-30 00:00:00,98.65,99.75,5.56
2021-05-03 00:00:00,99.25,100.1,5.48
2021-05-04 00:00:00,99.25,100,5.5
2021-05-05 00:00:00,99.25,100.1,5.48
2021-05-06 00:00:00,99.25,100.1,5.48
2021-05-07 00:00:00,99.25,100.1,5.48
2021-05-10 00:00:00,98.8,100.15,5.46
2021-05-11 00:00:00,98.9,100.25,5.44
2021-05-20 00:00:00,99.1,100.15,5.46
2021-05-21 00:00:00,99,100.05,5.49
2021-05-24 00:00:00,99.5,100.1,5.47
2021-05-25 00:00:00,99.6,100.2,5.45
2021-05-27 00:00:00,99.65,100.2,5.45
2021-05-28 00:00:00,99.65,100.2,5.45
2021-05-31 00:00:00,99.2,100.25,5.44
2021-06-02 00:00:00,99.55,100.6,5.36
2021-06-03 00:00:00,99.7,100.75,5.32
2021-06-04 00:00:00,99.5,100.5,5.38
2021-06-07 00:00:00,99.75,100.5,5.38
2021-06-08 00:00:00,99.55,100.6,5.36
2021-06-09 00:00:00,99.85,100.7,5.33
2021-06-10 00:00:00,99.9,100.75,5.32
2021-06-11 00:00:00,100.4,101.25,5.2
2021-06-14 00:00:00,100.35,101.2,5.21
2021-06-15 00:00:00,100.25,101.05,5.25
2021-06-16 00:00:00,100.25,101.05,5.25
2021-06-17 00:00:00,100.2,101,5.26
2021-06-18 00:00:00,100.15,100.95,5.27
2021-06-21 00:00:00,100.3,101.1,5.24
2021-06-22 00:00:00,100.1,100.9,5.28
2021-06-23 00:00:00,100.3,100.9,5.28
2021-06-24 00:00:00,100.5,101.1,5.24
2021-06-25 00:00:00,100.5,101,5.26
2021-06-28 00:00:00,100.5,101.15,5.22
2021-06-29 00:00:00,100.2,101,5.26
2021-06-30 00:00:00,99.95,100.75,5.32
2021-07-01 00:00:00,100,100.8,5.31
2021-07-02 00:00:00,99.95,100.75,5.32
2021-07-05 00:00:00,100.45,100.95,5.27
2021-07-06 00:00:00,100.45,100.95,5.27
2021-07-07 00:00:00,100.4,100.9,5.28
2021-07-08 00:00:00,100.5,101,5.26
2021-07-09 00:00:00,100.45,100.95,5.27
2021-07-12 00:00:00,100.4,100.9,5.28
2021-07-13 00:00:00,100.4,100.95,5.27
2021-07-14 00:00:00,100.4,101,5.26
2021-07-15 00:00:00,100.6,101.25,5.2
2021-07-16 00:00:00,100.6,101.1,5.23
2021-07-19 00:00:00,100.75,101.25,5.2
2021-07-21 00:00:00,100.9,101.4,5.16
2021-07-22 00:00:00,101,101.5,5.14
2021-07-23 00:00:00,101,101.5,5.14
2021-07-26 00:00:00,100.8,101.35,5.17
2021-07-27 00:00:00,100.95,101.45,5.15
2021-07-28 00:00:00,100.9,101.55,5.12
2021-07-29 00:00:00,101.2,101.7,5.09
2021-07-30 00:00:00,101.35,101.85,5.05
2021-08-02 00:00:00,101.15,101.8,5.06
2021-08-03 00:00:00,101.15,101.85,5.05
2021-08-04 00:00:00,101.45,102.05,5
2021-08-05 00:00:00,101.5,102,5.01
2021-08-06 00:00:00,101.2,101.75,5.07
2021-08-09 00:00:00,101.4,101.9,5.04
2021-08-12 00:00:00,101.1,101.6,5.11
2021-08-13 00:00:00,101,101.5,5.13
