price_date,sell_percentage,buy_percentage,yield_value
2023-07-12 00:00:00,99.7,100.7,5.96
2023-07-13 00:00:00,100.2,101.4,5.67
2023-07-14 00:00:00,100.2,101.4,5.67
2023-07-17 00:00:00,100.4,101.8,5.5
2023-07-18 00:00:00,100.4,101.8,5.5
2023-07-20 00:00:00,100.4,101.8,5.5
2023-07-21 00:00:00,100.4,101.8,5.5
2023-07-24 00:00:00,100.4,101.8,5.5
2023-07-25 00:00:00,100.4,101.8,5.5
2023-07-26 00:00:00,100.4,101.8,5.5
2023-07-27 00:00:00,100.4,101.8,5.5
2023-07-28 00:00:00,100.4,101.8,5.5
2023-07-31 00:00:00,100.4,101.8,5.5
2023-08-01 00:00:00,100.9,101.9,5.45
2023-08-02 00:00:00,100.9,101.9,5.45
2023-08-03 00:00:00,100.9,101.9,5.45
2023-08-04 00:00:00,100.9,101.9,5.45
2023-08-07 00:00:00,100.9,101.9,5.45
2023-08-08 00:00:00,100.9,101.9,5.45
2023-08-09 00:00:00,100.9,101.9,5.45
2023-08-10 00:00:00,100.9,101.9,5.45
2023-08-11 00:00:00,100.9,101.9,5.45
2023-08-14 00:00:00,100.9,101.9,5.45
2023-08-15 00:00:00,100.9,101.9,5.44
2023-08-16 00:00:00,100.9,101.9,5.44
2023-08-18 00:00:00,100.9,101.9,5.44
2023-08-21 00:00:00,100.7,101.8,5.48
2023-08-22 00:00:00,100.7,101.8,5.48
2023-08-23 00:00:00,100.7,101.8,5.48
2023-08-24 00:00:00,100.7,101.8,5.48
2023-08-25 00:00:00,100.7,101.8,5.48
2023-08-28 00:00:00,100.7,101.8,5.48
2023-08-29 00:00:00,100.7,101.8,5.48
2023-08-30 00:00:00,100.4,101.8,5.48
2023-08-31 00:00:00,100.4,101.4,5.65
2023-09-01 00:00:00,100.4,101.4,5.64
2023-09-04 00:00:00,100.4,101.4,5.64
2023-09-05 00:00:00,100.35,101.35,5.66
2023-09-06 00:00:00,100.35,101.35,5.66
2023-09-07 00:00:00,100.35,101.35,5.66
2023-09-08 00:00:00,100.35,101.35,5.66
2023-09-11 00:00:00,100.35,101.35,5.66
2023-09-12 00:00:00,100.35,101.35,5.66
2023-09-13 00:00:00,100,101.2,5.72
2023-09-14 00:00:00,100,101.2,5.72
2023-09-14 00:00:00,100,101.2,5.72
2023-09-18 00:00:00,99.45,100.4,6.07
2023-09-19 00:00:00,99.45,100.4,6.07
2023-09-20 00:00:00,99.45,100.4,6.07
2023-09-21 00:00:00,99.45,100.4,6.07
2023-09-22 00:00:00,99.45,100.4,6.07
2023-09-25 00:00:00,99.45,100.4,6.07
2023-09-26 00:00:00,99.45,100.4,6.07
2023-09-27 00:00:00,99.45,100.4,6.07
2023-09-29 00:00:00,99.45,100.4,6.07
2023-10-02 00:00:00,99.45,100.4,6.07
2023-10-03 00:00:00,99.45,100.4,6.07
2023-10-04 00:00:00,99.45,100.4,6.07
2023-10-05 00:00:00,99.45,100.4,6.07
2023-10-06 00:00:00,99.55,100.5,6.02
2023-10-09 00:00:00,99.55,100.5,6.02
2023-10-10 00:00:00,99.55,100.5,6.02
2023-10-11 00:00:00,99.55,100.5,6.02
2023-10-12 00:00:00,99.55,100.5,6.02
2023-10-13 00:00:00,99.55,100.3,6.11
2023-10-16 00:00:00,99.55,100.3,6.11
2023-10-17 00:00:00,99.55,100.3,6.11
2023-10-18 00:00:00,99.65,100.45,6.04
2023-10-19 00:00:00,99.5,100.35,6.09
2023-10-20 00:00:00,99.5,100.35,6.09
2023-10-23 00:00:00,99.5,100.35,6.09
2023-10-24 00:00:00,99.3,100.2,6.15
2023-10-25 00:00:00,99.3,100.2,6.15
2023-10-26 00:00:00,99.2,100.2,6.15
2023-10-27 00:00:00,99.2,100.2,6.15
2023-10-27 00:00:00,99.2,100.2,6.15
2023-10-31 00:00:00,99.2,100.2,6.15
2023-11-01 00:00:00,99.2,100.3,6.11
2023-11-01 00:00:00,99.2,100.3,6.11
2023-11-03 00:00:00,99.2,100.3,6.11
2023-11-06 00:00:00,99.4,100.5,6.01
2023-11-07 00:00:00,99.4,100.5,6.01
2023-11-08 00:00:00,99.4,100.5,6.01
2023-11-09 00:00:00,99.5,100.6,5.96
2023-11-10 00:00:00,99.5,100.6,5.96
2023-11-13 00:00:00,99.5,100.6,5.96
2023-11-14 00:00:00,99.5,100.6,5.96
2023-11-14 00:00:00,99.5,100.6,5.96
2023-11-14 00:00:00,99.5,100.6,5.96
2023-11-14 00:00:00,99.5,100.6,5.96
2023-11-15 00:00:00,99.2,100.4,6.06
2023-11-16 00:00:00,99.2,100.3,6.1
2023-11-17 00:00:00,99.2,100.3,6.1
2023-11-20 00:00:00,99.35,100.55,5.99
2023-11-21 00:00:00,99.35,100.55,5.98
2023-11-22 00:00:00,99.25,100.45,6.03
2023-11-23 00:00:00,99.25,100.45,6.03
2023-11-24 00:00:00,99.25,100.45,6.03
2023-11-27 00:00:00,99.2,100.3,6.1
2023-11-28 00:00:00,99.25,100.3,6.1
2023-11-29 00:00:00,99.35,100.4,6.05
2023-11-30 00:00:00,99.45,100.5,6.01
2023-12-01 00:00:00,99.45,100.5,6
2023-12-04 00:00:00,99.45,100.45,6.03
2023-12-05 00:00:00,99.45,100.45,6.03
2023-12-06 00:00:00,99.35,100.35,6.08
2023-12-07 00:00:00,99.35,100.35,6.08
2023-12-08 00:00:00,99.4,100.5,6
2023-12-11 00:00:00,99.4,100.5,6
2023-12-12 00:00:00,99.4,100.5,6
2023-12-13 00:00:00,99.4,100.5,6
2023-12-14 00:00:00,99.4,100.55,5.98
