price_date,sell_percentage,buy_percentage,yield_value
2023-12-19 00:00:00,97.9,99.5,6.45
2023-12-20 00:00:00,97.9,99.5,6.45
2023-12-21 00:00:00,97.9,99.5,6.45
2023-12-22 00:00:00,98.3,99.7,6.41
2023-12-22 00:00:00,98.3,99.7,6.41
2023-12-28 00:00:00,98.9,100.1,6.33
2023-12-29 00:00:00,99.4,100.4,6.27
2024-01-02 00:00:00,99.65,100.65,6.21
2024-01-03 00:00:00,99.7,100.8,6.18
2024-01-04 00:00:00,99.8,100.9,6.16
2024-01-05 00:00:00,99.8,100.9,6.16
2024-01-08 00:00:00,99.8,100.9,6.16
2024-01-09 00:00:00,99.8,100.9,6.16
2024-01-10 00:00:00,99.8,100.9,6.16
2024-01-11 00:00:00,99.8,100.9,6.16
2024-01-12 00:00:00,99.8,100.9,6.16
2024-01-15 00:00:00,99.8,100.9,6.16
2024-01-16 00:00:00,99.8,100.9,6.16
2024-01-17 00:00:00,99.8,100.9,6.16
2024-01-18 00:00:00,99.8,100.9,6.16
2024-01-19 00:00:00,99.8,100.9,6.16
2024-01-22 00:00:00,99.8,100.9,6.16
2024-01-23 00:00:00,99.9,101,6.14
2024-01-24 00:00:00,99.9,101,6.14
2024-01-25 00:00:00,99.9,101,6.14
2024-01-26 00:00:00,99.9,101,6.14
2024-01-29 00:00:00,99.9,101,6.14
2024-01-30 00:00:00,99.8,100.9,6.16
2024-01-31 00:00:00,99.8,100.9,6.16
2024-02-01 00:00:00,99.8,100.9,6.16
2024-02-02 00:00:00,99.8,100.9,6.16
2024-02-05 00:00:00,99.8,100.9,6.16
2024-02-06 00:00:00,99.8,100.9,6.16
2024-02-07 00:00:00,99.8,100.9,6.16
2024-02-12 00:00:00,99.8,100.9,6.16
2024-02-13 00:00:00,99.8,100.9,6.16
2024-02-15 00:00:00,99.8,100.9,6.16
2024-02-16 00:00:00,99.8,100.9,6.16
2024-02-19 00:00:00,99.8,100.9,6.16
2024-02-20 00:00:00,99.8,100.9,6.16
2024-02-21 00:00:00,99.5,100.6,6.22
2024-02-22 00:00:00,99.5,100.6,6.22
2024-02-23 00:00:00,99.5,100.6,6.22
2024-02-26 00:00:00,99.5,100.6,6.22
2024-02-27 00:00:00,99.5,100.6,6.22
2024-02-28 00:00:00,99.5,100.6,6.22
2024-02-29 00:00:00,99.5,100.6,6.22
2024-03-01 00:00:00,99.6,100.6,6.22
2024-03-04 00:00:00,99.6,100.6,6.22
2024-03-05 00:00:00,99.5,100.6,6.22
2024-03-06 00:00:00,99.3,100.3,6.29
2024-03-07 00:00:00,99.8,100.9,6.16
2024-03-08 00:00:00,99.8,100.9,6.16
2024-03-13 00:00:00,99.8,100.9,6.16
2024-03-14 00:00:00,99.8,100.9,6.16
2024-03-15 00:00:00,99.9,101,6.14
2024-03-18 00:00:00,99.9,101,6.14
2024-03-19 00:00:00,99.9,101,6.14
2024-03-20 00:00:00,100,101,6.14
2024-03-21 00:00:00,100,101,6.14
2024-03-22 00:00:00,100,101,6.14
2024-03-25 00:00:00,100,101,6.14
2024-03-26 00:00:00,100,101,6.14
2024-03-27 00:00:00,100,101,6.14
2024-03-28 00:00:00,99,100,6.35
2024-04-01 00:00:00,99.35,100.35,6.27
2024-04-02 00:00:00,99.35,100.35,6.27
2024-04-03 00:00:00,99.35,100.35,6.27
2024-04-04 00:00:00,99.35,100.35,6.27
2024-04-05 00:00:00,99.35,100.35,6.27
2024-04-16 00:00:00,97.75,99.1,6.55
2024-04-17 00:00:00,97.35,98.55,6.67
2024-04-18 00:00:00,97.5,98.9,6.59
2024-04-19 00:00:00,96.55,98.05,6.78
2024-04-22 00:00:00,96.75,98.25,6.73
2024-04-23 00:00:00,96.5,98,6.79
2024-04-24 00:00:00,96.45,97.95,6.8
2024-04-25 00:00:00,96.45,97.95,6.8
2024-04-26 00:00:00,96.45,97.95,6.8
2024-04-29 00:00:00,95.95,97.45,6.91
2024-04-30 00:00:00,95.95,97.45,6.91
2024-05-02 00:00:00,95.95,97.45,6.91
2024-05-03 00:00:00,96.5,98.3,6.72
2024-05-06 00:00:00,96.7,98.5,6.68
2024-05-07 00:00:00,97.2,99,6.57
2024-05-08 00:00:00,97.05,98.85,6.6
2024-05-13 00:00:00,97.05,98.85,6.6
2024-05-14 00:00:00,97.05,98.85,6.6
2024-05-15 00:00:00,96.75,98.55,6.67
2024-05-16 00:00:00,97.15,98.95,6.58
2024-05-17 00:00:00,97.25,99.05,6.56
2024-05-20 00:00:00,97.25,99.05,6.56
2024-05-21 00:00:00,97.25,99.05,6.56
2024-05-22 00:00:00,97.55,99.35,6.49
