price_date,sell_percentage,buy_percentage,yield_value
2024-01-10 00:00:00,99.05,100.15,6.86
2024-01-11 00:00:00,98.3,99.65,6.9
2024-01-12 00:00:00,98.3,99.65,6.9
2024-01-15 00:00:00,98.5,99.85,6.89
2024-01-16 00:00:00,98.35,99.75,6.9
2024-01-17 00:00:00,98.4,99.65,6.9
2024-01-18 00:00:00,98.3,99.65,6.9
2024-01-19 00:00:00,98.1,99.4,6.92
2024-01-22 00:00:00,98.1,99.4,6.92
2024-01-23 00:00:00,98.35,99.5,6.92
2024-01-24 00:00:00,98.35,99.5,6.92
2024-01-25 00:00:00,98.3,99.5,6.92
2024-01-26 00:00:00,98.2,99.5,6.92
2024-01-29 00:00:00,98.4,99.7,6.9
2024-01-30 00:00:00,98.55,99.85,6.89
2024-01-31 00:00:00,98.65,99.85,6.89
2024-02-01 00:00:00,98.65,99.85,6.89
2024-02-02 00:00:00,98.65,100,6.87
2024-02-05 00:00:00,98.65,100,6.87
2024-02-06 00:00:00,98.35,99.8,6.89
2024-02-07 00:00:00,98.5,100,6.87
2024-02-12 00:00:00,98.35,99.85,6.89
2024-02-13 00:00:00,98.7,99.85,6.89
2024-02-15 00:00:00,98.75,100.05,6.87
2024-02-16 00:00:00,98.75,100.1,6.87
2024-02-19 00:00:00,98.65,100,6.87
2024-02-20 00:00:00,98.45,99.9,6.88
2024-02-21 00:00:00,98.3,99.8,6.89
2024-02-22 00:00:00,98.5,99.7,6.9
2024-02-23 00:00:00,98.6,99.8,6.89
2024-02-26 00:00:00,98.5,100,6.87
2024-02-27 00:00:00,98.5,100,6.87
2024-02-28 00:00:00,98.5,100,6.87
2024-02-29 00:00:00,98.5,100,6.87
2024-03-01 00:00:00,98.4,99.75,6.89
2024-03-04 00:00:00,98.3,99.4,6.92
2024-03-05 00:00:00,98.35,99.75,6.89
2024-03-06 00:00:00,98.35,99.65,6.9
2024-03-07 00:00:00,98.4,99.6,6.91
2024-03-08 00:00:00,98.6,99.6,6.91
2024-03-13 00:00:00,98.55,99.65,6.9
2024-03-14 00:00:00,98.6,99.7,6.9
2024-03-15 00:00:00,98.5,99.6,6.91
2024-03-18 00:00:00,98.55,99.65,6.9
2024-03-19 00:00:00,98.15,99.25,6.94
2024-03-20 00:00:00,98.4,99.4,6.92
2024-03-21 00:00:00,98.5,99.4,6.92
2024-03-22 00:00:00,98.25,99.45,6.92
2024-03-25 00:00:00,98.5,99.5,6.92
2024-03-26 00:00:00,98.5,99.5,6.92
2024-03-27 00:00:00,98.5,99.5,6.92
2024-03-28 00:00:00,98.55,99.45,6.92
2024-04-01 00:00:00,98.4,99.5,6.92
2024-04-02 00:00:00,98.45,99.55,6.91
2024-04-03 00:00:00,98.6,99.6,6.91
2024-04-04 00:00:00,98.6,99.6,6.91
2024-04-05 00:00:00,98.7,99.7,6.9
2024-04-16 00:00:00,98,99.1,6.95
2024-04-17 00:00:00,98.75,99.85,6.89
2024-04-18 00:00:00,98.75,99.95,6.88
2024-04-19 00:00:00,97.25,98.75,6.98
2024-04-22 00:00:00,97.1,98.4,7.01
2024-04-23 00:00:00,96.75,98.25,7.02
2024-04-24 00:00:00,96.9,98.4,7.01
2024-04-25 00:00:00,96.3,97.8,7.06
2024-04-26 00:00:00,96.2,97.7,7.07
2024-04-29 00:00:00,96.35,97.85,7.06
2024-04-30 00:00:00,96.75,98.25,7.02
2024-05-02 00:00:00,96.75,98.25,7.02
2024-05-03 00:00:00,97.15,98.25,7.02
2024-05-06 00:00:00,97.3,98.55,7
2024-05-07 00:00:00,96.9,98,7.04
2024-05-08 00:00:00,96.75,97.85,7.06
2024-05-13 00:00:00,96.65,97.95,7.05
2024-05-14 00:00:00,96.8,98.1,7.04
2024-05-15 00:00:00,96.9,98.1,7.04
2024-05-16 00:00:00,97.3,98.6,6.99
2024-05-17 00:00:00,97.25,98.65,6.99
2024-05-20 00:00:00,97.25,98.65,6.99
2024-05-21 00:00:00,97,98.2,7.03
2024-05-22 00:00:00,97.15,98.25,7.02
